id,username,created_at,lng,lat,text
1527220341940097024,Simon1701,Thu May 19 09:31:18 +0000 2022,1.356096,52.7570205,"All local vets alerted, RAF on standby, The Queen addressing Parliament soon. #FindSherry #CatsOfTwitter… https://t.co/OM6IrDyw6Q"
1527220342002941954,WestbrookHaySch,Thu May 19 09:31:18 +0000 2022,-0.747347,51.127577,Swinging our way into day 2 at PGL! https://t.co/PldUPlIuGQ
1527220343584305153,millwalljdb,Thu May 19 09:31:18 +0000 2022,-0.0706035,51.464686,@s_london_lion @HobbsStu @bradleyjej @SiWall68 @Kettle55 @crookey1 @Block18Tony @leepeggie1970 Morning Dave morning all
1527220346704777222,Tetine,Thu May 19 09:31:19 +0000 2022,-0.07292122,51.52442589,Just posted a photo @ Rich Mix London https://t.co/5upw0Pv2DB
1527220351268179971,InmyeyesM,Thu May 19 09:31:20 +0000 2022,-4.18646,55.7594635,@deetriciax Can't stand that lispy wee git 🦅🦅
1527220351851438082,dejaneiro97,Thu May 19 09:31:20 +0000 2022,-1.0669855,50.818864500000004,Yesterday when I got home bae had bought me new clothes and left em on the bed for me 🥰 v cute surprise
1527220352534949888,pistolpj29,Thu May 19 09:31:21 +0000 2022,-0.412022,51.375744999999995,Bit late now @thetrainline the train left at 8:17am. I’m still on it and everything is clear ahead. #fakenews… https://t.co/lLViiln7Ib
1527220354216873984,JenniferRober14,Thu May 19 09:31:21 +0000 2022,-1.56549,53.801956000000004,@cambo691 Basically the same yeah https://t.co/JiE5kZlIXg
1527220359098941440,RyanTrotman6,Thu May 19 09:31:22 +0000 2022,-0.22936800000000002,52.0176105,@ThatEricAlper Categories?
1527220359098798080,HatchlingDM,Thu May 19 09:31:22 +0000 2022,-2.49496,51.4107035,It’s #TTRPGRising and our elemental Gog pup is excited to see what you’re up to!🚿 under 750 followers:• Introduc… https://t.co/MCs6r4uSR1
1527220362441904128,Sos29071,Thu May 19 09:31:23 +0000 2022,-2.3495665,53.475303499999995,@wilsonraine114 Give it a try https://t.co/tkbOztUFm2
1527220368955609089,paltpal,Thu May 19 09:31:24 +0000 2022,-0.1937195,51.4516565,Love that spaceman 2 versions are 1 &amp; 2 in iTunes chart 👍 @SamRyderMusic
